id,text,source,label,cleaned_text_1,cleaned_text_2
5012,The big 18🎉🤪 happy birthday to one of my closest friends♥️no one I would rather laugh at VSCO messages with anyone else😂 I love you so much😚😚 @andreaburke95 https://t.co/5sD0HvDygz,twitter,0,big happy birthday one closest one would rather laugh vsco messages anyone love https,the big happy birthday to one of my closest one i would rather laugh at vsco messages with anyone i love you so https
5013,I'm fine with turning 18 as long as I can still color and watch cartoons I should be fine,twitter,1,fine turning 18 long still color watch cartoons fine,i fine with turning 18 as long as i can still color and watch cartoons i should be fine
5014,"4.2 earthquake occurred at 16 Jan 2017 20:53:38 UTC, 70 km (43 mi) WSW of Gustavus, Alaska. https://t.co/9k5DKMTwU0",twitter,0,earthquake occurred 16 jan 2017 utc 70 km 43 mi wsw gustavus alaska https,earthquake occurred at 16 jan 2017 utc 70 km 43 mi wsw of gustavus alaska https
5015,It's 14 days from my 18th &amp; I don't think imma be able to do ANYTHING. &amp; my boo works that day. #ugh,twitter,1,14 days 18th amp think imma able anything amp boo works day ugh,it 14 days from my 18th amp i do think imma be able to do anything amp my boo works that day ugh
5016,"Ill never forget when someone on here called me razz as an insult, as in at the age of 24 it’s calling me razz that is supposed to shake me, do better son",twitter,0,ill never forget someone called razz insult age 24 calling razz supposed shake better son,ill never forget when someone on here called me razz as an insult as in at the age of 24 it s calling me razz that is supposed to shake me do better son
5017,How you 24 years old and you stressing them shows like theres no tomorrow.,twitter,0,24 years old stressing shows like theres tomorrow,how you 24 years old and you stressing them shows like theres no tomorrow
5018,"[high school reunion]cool guy who went on take over his dads ford dealership and showed up wearing jeans with a blazer and has a 19 y/o gf: work to live, dont live to work. the day it starts feeling like a job is the day i quitme (furiously taking notes): ah yes",twitter,0,high school reunion cool guy went take dads ford dealership showed wearing jeans blazer 19 gf work live dont live work day starts feeling like job day quitme furiously taking notes ah yes,high school reunion cool guy who went on take over his dads ford dealership and showed up wearing jeans with a blazer and has a 19 gf work to live dont live to work the day it starts feeling like a job is the day i quitme furiously taking notes ah yes
5019,Once we all turn 21 there won't be another specific year that we all look forward to. Ever.,twitter,0,turn 21 wo another specific year look forward ever,once we all turn 21 there wo be another specific year that we all look forward to ever
5020,I was just shaking my head at those chicks......I was 18 years old when I enlisted but even I knew that you ain't supposed to be cheating on your husband with some dude you just met. https://t.co/PiphKf16ed,twitter,0,shaking head chicks 18 years old enlisted even knew ai supposed cheating husband dude met https,i was just shaking my head at those chicks i was 18 years old when i enlisted but even i knew that you ai supposed to be cheating on your husband with some dude you just met https
5021,"Love's happening at 40. Getting more real,getting stronger.❤ @mainedcm @aldenrichards02  #ALDUB40thWeeksary https://t.co/ozfdrZXmVH",twitter,1,love happening getting real getting aldub40thweeksary https,love happening at getting more real getting aldub40thweeksary https
5022,Bruh. Stop playing and get 50 y/o Will Smith back on these charts. His time is among us... again.,twitter,0,bruh stop playing get 50 smith back charts time among us,bruh stop playing and get 50 will smith back on these charts his time is among us again
5023,Happy 21st and 18th Birthdays to the Maxey sisters!!! Y’all are amazing girls.... Hope your day has been great! @maddyymax @abbey_maxey,twitter,0,happy 21st 18th birthdays maxey sisters amazing girls hope day great,happy 21st and 18th birthdays to the maxey sisters y all are amazing girls hope your day has been great
5024,Happy 21st birthday (finally) to my very best friend no matter what. Love you to death. I hope… https://t.co/1vg6ZyaMtN,twitter,0,happy 21st birthday finally best friend matter love death https,happy 21st birthday finally to my very best friend no matter what love you to death i https
5025,"My dad lived a full live, and then at 75 was diagnosed with leukemia. He still lived another 10 years with the disease. This young woman needs help. If you think you might be a match, go find out. In the meantime, share this story. Let's get her a happy ending. https://t.co/vDjRTMN5k9",twitter,0,dad lived full live 75 diagnosed leukemia still lived another 10 years disease young woman needs help think might match go find meantime share story let get happy ending https,my dad lived a full live and then at 75 was diagnosed with leukemia he still lived another 10 years with the disease this young woman needs help if you think you might be a match go find out in the meantime share this story let get her a happy ending https
5026,4/20 tomorrow and you know I’m Littttty 😛🙄,twitter,0,tomorrow know littttty,tomorrow and you know i m littttty
5027,"Not bad, considering we started at 46! https://t.co/hSckuW830v",twitter,0,bad considering started 46 https,not bad considering we started at 46 https
5028,"Christ on a bike, can't wait til my 30th. I'm going to go on and on and on and on and on about it all day...oh no, hang on...I won't!!!!",twitter,1,christ bike ca wait til 30th going go day oh hang wo,christ on a bike ca wait til my 30th i going to go on and on and on and on and on about it all day oh no hang on i wo
5029,Can't believe I'll be 21 tomorrow :),twitter,1,ca believe 21 tomorrow,ca believe i be 21 tomorrow
5030,14yo Dylan Fox battles rare brain disease. His mom wants you to know him. READ: https://t.co/LfrADQX1IL #MollysKids https://t.co/P81pw8ZjVZ,twitter,0,14yo dylan fox battles rare brain disease mom wants know read https mollyskids https,14yo dylan fox battles rare brain disease his mom wants you to know him read https mollyskids https
5031,"@DebraKi53686485 Thanks so much! It is in May. I lost my Mom at 19, she was 46. Bone cancer. The reason I was determined to help @alexs_journey any way I could. To honor her. ❤️His healing was also my miracle. And then who could resist the Wardell's and their dogs? No one. LOL! Thank you Deb!",twitter,0,thanks much may lost mom 19 bone cancer reason determined help way could honor healing also miracle could resist wardell dogs one lol thank deb,thanks so much it is in may i lost my mom at 19 she was bone cancer the reason i was determined to help any way i could to honor her healing was also my miracle and then who could resist the wardell and their dogs no one lol thank you deb
5032,At 17 I fell asleep while taking the ACT https://t.co/5V39CPGmD7,twitter,0,17 fell asleep taking act https,at 17 i fell asleep while taking the act https
5033,18 years old and sizzling 🔥 @ChenRcj #chenrcj #2Moons2 #2moonstheseries #หัวใจของมังกร #ดราก้อนจุง,twitter,0,18 years old sizzling chenrcj 2moons2 2moonstheseries,18 years old and sizzling chenrcj 2moons2 2moonstheseries
5034,"It's time! Venix is coming back. This Saturday we host our first test UHC (FFA - CutClean, Timber, HasteyBoys, NoClean at 14 UTC)(https://t.co/6kLMzIPU1n)We also open a giveaway for the following ranks:- 1x Elite- 1x Prime- 1x BasicLike and RT to enter the giveaway! 🎉",twitter,0,time venix coming back saturday host first test uhc ffa cutclean timber hasteyboys noclean 14 utc https also open giveaway following ranks 1x 1x 1x basiclike rt enter giveaway,it time venix is coming back this saturday we host our first test uhc ffa cutclean timber hasteyboys noclean at 14 utc https we also open a giveaway for the following ranks 1x 1x 1x basiclike and rt to enter the giveaway
5035,I'm tryna die by age 22,twitter,1,tryna die age 22,i tryna die by age 22
5036,"If Wé is singing like this at 16, imagine what’s gonna come out of her after she gets her heart broken for the first time.   #TheVoice",twitter,0,singing like 16 imagine gon na come gets heart broken first time thevoice,if is singing like this at 16 imagine what s gon na come out of her after she gets her heart broken for the first time thevoice
5037,having a brand new name is strange also being married with child at 19 is also very strange,twitter,1,brand new name strange also married child 19 also strange,having a brand new name is strange also being married with child at 19 is also very strange
5038,#DateMyFamilyShe is 26yearsHer first born 13yearsNever dated anyone older than her ?meaning they both became parents at 13 ?Then yal come here act all shocked when 2000s have kids at 12/13 https://t.co/T2rZed9H5L,twitter,0,datemyfamilyshe 26yearsher first born 13yearsnever dated anyone older meaning became parents 13 yal come act shocked 2000s kids https,datemyfamilyshe is 26yearsher first born 13yearsnever dated anyone older than her meaning they both became parents at 13 then yal come here act all shocked when 2000s have kids at https
5039,"1 Justice to be replaced, 2 over the age 78. If he gets a few Justices in, do you genuinely believe marriage equality won't be challenged? https://t.co/YszLRylOIE",twitter,0,1 justice replaced 2 age gets justices genuinely believe marriage equality wo challenged https,1 justice to be replaced 2 over the age if he gets a few justices in do you genuinely believe marriage equality wo be challenged https
